Job No,Date,Client,Type, Pricing ,Truck,Location,Crew Event,Cameraman,Assistant,4G,Duration Crew,Crew Start Time,Crew End Time,Camera,Camera Qty,Others Acces,Reporter,Editor,Story,Report Duration,Format,Note,Edit S.T.,Edit E.T.,Crew Duration,edit duration
102,22-Jan-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,8:00,2023-08-17 10:30:00,2023-08-17 18:30:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:30,MXF,PKG Report-Claudie Abi Hanna: Budget 2022 / Duration: 2Mins 30Secs,2023-08-17 17:30:00,2023-08-17 19:30:00,480.0,120.0
104,22-Jan-22,beirutsat,crew + edit, $230.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 10:30:00,2023-08-17 12:00:00,Sony Z150,1.0,Pro-X,No Reporter,Editor needed,Story,0:01:28,MP4-HD,Volant Media,2023-08-17 11:30:00,2023-08-17 12:00:00,90.0,30.0
107,23-Jan-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,ein el tine,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 11:00:00,2023-08-17 14:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:38,MXF,PKG report-Claudie Abi Hanna: Kuwaiti Foreign Minister Visit / Duration: 2Mins 38secs,2023-08-17 15:00:00,2023-08-17 16:45:00,180.0,105.0
112,23-Jan-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 13:00:00,2023-08-17 14:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:28,MP4-HD,PKG report-Omar el Solh: Kuwait foreign minister in Lebanon / Duration : 2Mins 38Secs,2023-08-17 13:00:00,2023-08-17 14:00:00,60.0,60.0
114,23-Jan-22,newstime,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:30,MP4-HD,Dubai TV,2023-08-17 16:50:00,2023-08-17 18:30:00,0.0,100.0
115,24-Jan-22,bbc arabic,crew, $300.00 ,Renault Duster,tarriq el jdide,Event Description,Cameraman,Assistant Needed,no 4G,1:05,2023-08-17 18:10:00,2023-08-17 19:15:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,65.0,0.0
116,24-Jan-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,jal el dib,Event Description,Cameraman,Assistant Needed,no 4G,4:20,2023-08-17 11:00:00,2023-08-17 15:20:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:40,MXF,PKG report-Claudie Abi Hanna- Cabinet meeting after Coybott / Duration: 2Mins 40Secs,2023-08-17 14:00:00,2023-08-17 16:00:00,260.0,120.0
117,24-Jan-22,alghad tv,crew + edit, $265.00 ,Nissan X.Trail,jnah,Event Description,Cameraman,Assistant Needed,no 4G,4:20,2023-08-17 11:00:00,2023-08-17 15:20:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:14,MXF-HD 50i,PKG report-Hanan Issa: Syrian refugees / Duration: 2Mins 14Secs,2023-08-17 16:00:00,2023-08-17 17:45:00,260.0,105.0
118,24-Jan-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,tarriq el jdide,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 16:00:00,2023-08-17 18:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:20,MXF,PKG report-Leila Khalil: Hariri / Duration: 2Mins 20Secs,2023-08-17 17:45:00,2023-08-17 19:00:00,120.0,75.0
122,24-Jan-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,0:30,2023-08-17 15:30:00,2023-08-17 16:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:03:15,MP4-HD,PKG report-Omar Soloh: government and hariri / Duration: 3Mins 15Secs,2023-08-17 15:00:00,2023-08-17 17:00:00,30.0,120.0
123,24-Jan-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,tripoli,Event Description,Cameraman,Assistant Needed,4G,5:00,2023-08-17 17:30:00,2023-08-17 22:30:00,Canon XF305,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Crew + Aviwest / Interview with Mostafa Alloush / Tripoli,0,0,300.0,0.0
126,25-Jan-22,bbc arabic,crew + edit, $350.00 ,Renault Duster,tarriq el jdide,Event Description,Cameraman,Assistant Needed,no 4G,7:40,2023-08-17 10:20:00,2023-08-17 18:00:00,Sony Z150,1.0,Pro-X,No Reporter,Editor needed,Story,00:05:34 / 00:03:00,MP4-HD,Interview - Joya : Jihad Houkayem / Duration: 3Mins - BBC -Hariri Vox pops + Rushes / Duration: 5Mins 34Secs,2023-08-17 11:45:00,2023-08-17 12:30:00,460.0,45.0
127,25-Jan-22,alghad tv,crew, $250.00 ,Nissan X.Trail,akkar,Event Description,Cameraman,Assistant Needed,no 4G,8:30,2023-08-17 08:15:00,2023-08-17 16:45:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,No Notes,0,0,510.0,0.0
128,25-Jan-22,priyanka cgtn,crew, $300.00 ,Hyund. Tucson,arz,Event Description,Cameraman,Assistant Needed,no 4G,9:40,2023-08-17 08:00:00,2023-08-17 17:40:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,No Notes,0,0,580.0,0.0
130,25-Jan-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:10,2023-08-17 09:30:00,2023-08-17 10:40:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volantmedia ,0,0,70.0,0.0
131,25-Jan-22,bloomberg asharq,crew, $265.00 ,Renault Duster,sodeco,Event Description,Cameraman,Assistant Needed,no 4G,2:45,2023-08-17 15:45:00,2023-08-17 18:30:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,165.0,0.0
132,25-Jan-22,bbc arabic,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,00:00:54/00:09:00,MP4-HD,Hariri speech / Duration: 9Mins - Rushes-25-1-2022- Road Closure / Duration: 54Secs,2023-08-17 10:00:00,2023-08-17 10:30:00,0.0,30.0
133,26-Jan-22,bbc arabic,crew + edit, $350.00 ,Renault Duster,bchara el khoury,Event Description,Cameraman,Assistant Needed,no 4G,3:30,2023-08-17 14:00:00,2023-08-17 17:30:00,Canon XF305,1.0,Pro-X,No Reporter,Editor needed,Story,00:14:45,MP4-HD,Press conference/Duration: 6Mins 13Secs / Rushes: 8Mins 24Secs,2023-08-17 10:48:00,2023-08-17 07:12:00,210.0,-216.0
134,26-Jan-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,siblin,Event Description,Cameraman,Assistant Needed,no 4G,6:45,2023-08-17 08:15:00,2023-08-17 15:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:23,MXF-HD 50i,PKG Report-Hanan Issa: New sessions in Sebline center / Duration: 2Mins 23Secs,2023-08-17 16:30:00,2023-08-17 18:15:00,405.0,105.0
135,26-Jan-22,alghad tv,crew, $250.00 ,Renault Duster,tripoli,Event Description,Cameraman,Assistant Needed,no 4G,5:45,2023-08-17 10:30:00,2023-08-17 16:15:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil:,0,0,345.0,0.0
136,26-Jan-22,russia today,crew + edit, $280.00 ,No Car,naher,Event Description,Cameraman,Assistant Needed,no 4G,6:40,2023-08-17 08:30:00,2023-08-17 15:10:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:03:15,MP4,PKG report-Hussein Ayad: Electricity agreement between Lebanon - Syria and Jordan / Duration: 3Mins 15Secs,2023-08-17 15:00:00,2023-08-17 16:30:00,400.0,90.0
139,26-Jan-22,bloomberg asharq,crew + edit, $285.00 ,Renault Duster,naher,Event Description,Cameraman,Assistant Needed,no 4G,2:05,2023-08-17 09:15:00,2023-08-17 11:20:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:00:57,MP4-HD,Rushes-Maha Hoteit-Lebanon Beirut Electricity OFF Ministry of Energy  / Duration: 57Secs,2023-08-17 14:00:00,2023-08-17 14:20:00,125.0,20.0
140,26-Jan-22,beirutsat,crew, $180.00 ,No Car,naher,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 08:30:00,2023-08-17 11:30:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Ruptly,0,0,180.0,0.0
141,26-Jan-22,bbc arabic,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0,MP4-HD,9 Clips taxi drivers,2023-08-17 17:45:00,2023-08-17 19:00:00,0.0,75.0
142,26-Jan-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:42,MXF-HD 50i,PKG Report-Claudie Abi Hanna: Signing Energy agreement / Duration:2Mins 42Secs,2023-08-17 14:00:00,2023-08-17 16:00:00,0.0,120.0
143,26-Jan-22,priyanka cgtn,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:04,MP4-HD,PKG Report-Priyanka-CGTN: Lebanese olympics / Duration: 3Mins 4Secs ,2023-08-17 13:00:00,2023-08-17 16:00:00,0.0,180.0
144,26-Jan-22,newstime,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:30,MP4-HD,No Notes,2023-08-17 15:00:00,2023-08-17 17:00:00,0.0,120.0
145,27-Jan-22,bbc arabic,crew + edit, $350.00 ,Hyund. Tucson,sawfar,Event Description,Cameraman,Assistant Needed,no 4G,3:15,2023-08-17 10:30:00,2023-08-17 13:45:00,Sony Z150,1.0,Pro-X,No Reporter,Editor needed,Story,0:13:34,MP4-HD,Rushes: Snow storm in sawfar / Duration: 13Mins 34Secs,2023-08-17 13:00:00,2023-08-17 14:00:00,195.0,60.0
146,27-Jan-22,alghad tv,crew, $250.00 ,Suzuki Cias,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 14:30:00,2023-08-17 17:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,No Notes,0,0,150.0,0.0
149,28-Jan-22,alghad tv,crew + edit, $265.00 ,Renault Duster,dhour el shweir,Event Description,Cameraman,Assistant Needed,no 4G,5:30,2023-08-17 10:00:00,2023-08-17 15:30:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:30,MXF,PKG report-Claudie Abi Hanna: Under the snow / Duration: 2Mins 30Secs,2023-08-17 16:40:00,2023-08-17 18:40:00,330.0,120.0
153,28-Jan-22,bloomberg asharq,crew, $265.00 ,Renault Duster,rawche,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 10:00:00,2023-08-17 12:30:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,PKG report-Maha Hoteit:,0,0,150.0,0.0
154,28-Jan-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,sanaye3,Event Description,Cameraman,Assistant Needed,no 4G,4:30,2023-08-17 19:00:00,2023-08-17 23:30:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Crew + 4G : Interview with miniter Bassam al Mawlawi,0,0,270.0,0.0
155,29-Jan-22,alghad tv,crew, $250.00 ,Hyund. Tucson,ersal,Event Description,Cameraman,Assistant Needed,no 4G,9:30,2023-08-17 08:30:00,2023-08-17 18:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,No Notes,0,0,570.0,0.0
156,29-Jan-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 14:00:00,2023-08-17 15:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:03:43,MXF,Nawafez intro-Leila Khalil: Episode 95 / Duration: 3Mins 43Secs,2023-08-17 15:40:00,2023-08-17 16:00:00,60.0,20.0
157,29-Jan-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 13:00:00,2023-08-17 14:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:15,MP4-HD,PKG report-Omar el Solh: Aoun and Mufti / Duration: 2Mins 15Secs,2023-08-17 11:00:00,2023-08-17 13:00:00,60.0,120.0
158,29-Jan-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 11:00:00,2023-08-17 13:00:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,120.0,0.0
160,29-Jan-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:01,MXF,PKG report-Leila Khalil: Tripoli Missing youth / Duration: 3Mins 1Sec,2023-08-17 13:00:00,2023-08-17 15:00:00,0.0,120.0
161,30-Jan-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:28,MXF OP1A,PKG Report-Hanan Issa: Ersal refugees/   Duration: 2Mins 28Secs,2023-08-17 14:00:00,2023-08-17 16:00:00,0.0,120.0
163,31-Jan-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 12:00:00,2023-08-17 13:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,Volantmedia,0,0,60.0,0.0
164,31-Jan-22,bloomberg asharq,crew + edit, $285.00 ,Renault Duster,sodeco,Event Description,Cameraman,Assistant Needed,no 4G,2:40,2023-08-17 10:30:00,2023-08-17 13:10:00,Canon XF305,1.0,Pro-X,Reporter,Editor needed,Story,0:17:06,MP4-HD,PKG report-Maha Hoteit:,2023-08-17 14:30:00,2023-08-17 16:00:00,160.0,90.0
165,31-Jan-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:55,MXF,No Notes,2023-08-17 14:30:00,2023-08-17 17:00:00,0.0,150.0
166/A,18-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/B,19-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/C,20-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/D,21-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/E,22-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/F,23-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/F,23-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/G,24-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/H,25-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/I,26-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/J,27-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/K,28-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/L,30-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
166/M,31-Jan-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
167,1-Feb-22,bbc arabic,crew + edit, $350.00 ,Nissan Sunny,rawche,Event Description,Cameraman,Assistant Needed,no 4G,2:40,2023-08-17 13:20:00,2023-08-17 16:00:00,Canon XF305,1.0,Pro-X,No Reporter,Editor needed,Story,0:09:27,MP4-HD,No Notes,2023-08-17 16:15:00,2023-08-17 16:45:00,160.0,30.0
168,1-Feb-22,bloomberg asharq,crew, $285.00 ,Nissan X.Trail,beit merry,Event Description,Cameraman,Assistant Needed,4G,4:15,2023-08-17 12:30:00,2023-08-17 16:45:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Crew + Aviwest / Interview with Sam Mnassa,0,0,255.0,0.0
169,1-Feb-22,bloomberg asharq,crew, $285.00 ,Renault Duster,tripoli,Event Description,Cameraman,Assistant Needed,4G,6:30,2023-08-17 11:30:00,2023-08-17 18:00:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Crew + Aviwest / Interview with Mostafa Alloush / Tripoli,0,0,390.0,0.0
170,1-Feb-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 13:00:00,2023-08-17 14:00:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volantmedia ,0,0,60.0,0.0
171,1-Feb-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:18,MXF-HD 50i,PKG report-Leila Khalil:,2023-08-17 12:30:00,2023-08-17 14:15:00,0.0,105.0
171/A,1-Feb-22,Other Clients,camera rental, $150.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,Sony FX9  ,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
172,2-Feb-22,bbc arabic,crew + edit, $350.00 ,Renault Duster,beit merry,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 10:30:00,2023-08-17 13:00:00,Sony Z150,1.0,Pro-X,No Reporter,Editor needed,Story,0:12:51,MP4-HD,Daily Crew,2023-08-17 13:00:00,2023-08-17 13:30:00,150.0,30.0
173,2-Feb-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,kaslik,Event Description,Cameraman,Assistant Needed,no 4G,5:40,2023-08-17 08:20:00,2023-08-17 14:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:26,MXF,No Notes,2023-08-17 15:00:00,2023-08-17 17:00:00,340.0,120.0
174,2-Feb-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,kaslik,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 09:00:00,2023-08-17 10:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:01:15,MXF-HD 50i,No Notes,2023-08-17 10:00:00,2023-08-17 10:15:00,60.0,15.0
175,2-Feb-22,russia today,crew + edit, $280.00 ,Suzuki Cias,dawra,Event Description,Cameraman,Assistant Needed,no 4G,7:25,2023-08-17 07:05:00,2023-08-17 14:30:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:03:15,MP4-HD,Crew SNG,2023-08-17 15:30:00,2023-08-17 17:30:00,445.0,120.0
176,2-Feb-22,beirutsat,crew, $180.00 ,Suzuki Cias,ghobeiry,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 13:30:00,2023-08-17 15:30:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,volant media ,0,0,120.0,0.0
178,2-Feb-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:00:31,MP4-HD,making off,2023-08-17 14:00:00,2023-08-17 18:00:00,0.0,240.0
179,3-Feb-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,gallery sem3an,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 11:45:00,2023-08-17 14:45:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:19,MXF,PKG report-Leila Khalil- Lebanese government new taxes / Duration: 2mins 19seconds,2023-08-17 15:30:00,2023-08-17 17:00:00,180.0,90.0
181,3-Feb-22,beirutsat,crew, $180.00 ,Renault Duster,ghobeiry,Event Description,Cameraman,Assistant Needed,no 4G,4:25,2023-08-17 12:00:00,2023-08-17 16:25:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,Volant Media,0,0,265.0,0.0
182,3-Feb-22,beirutsat,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:57,MP4-HD,PKG report-VolantMedia,2023-08-17 12:00:00,2023-08-17 14:00:00,0.0,120.0
183,4-Feb-22,alghad tv,crew + edit, $265.00 ,Hyund. Tucson,baalbek,Event Description,Cameraman,Assistant Needed,no 4G,8:00,2023-08-17 09:00:00,2023-08-17 17:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,00:03:32 / 00:06:16,MXF,PKG report-Hanan Issa: Palestinian refugees in al Jalil camp / Duration: 2Mins 32Secs - As Live-Hanan Issa: Palestinian refugees in al Jalil camp / Duration: 6Mins 16Secs,2023-08-17 18:00:00,2023-08-17 20:00:00,480.0,120.0
184,4-Feb-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,5:30,2023-08-17 09:30:00,2023-08-17 15:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:001469907,MXF-HD 50i,PKG report-Leila Khalil: Hijab ABC / Duration: 2Mins 7Secs,2023-08-17 14:30:00,2023-08-17 16:00:00,330.0,90.0
186,4-Feb-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,0:45,2023-08-17 15:15:00,2023-08-17 16:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:002164352,MP4-HD,PKG report-Hussein Ayyad: Eco Riad Salemeh - Aoun / Duration: 3Mins 7Secs,2023-08-17 16:00:00,2023-08-17 17:30:00,45.0,90.0
187,5-Feb-22,alghad tv,crew, $250.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 14:00:00,2023-08-17 16:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,PKG report-Claudie Abi Hanna: ,0,0,120.0,0.0
188,6-Feb-22,beirutsat,crew, $180.00 ,Suzuki Cias,mathaf,Event Description,Cameraman,Assistant Needed,no 4G,2:45,2023-08-17 09:45:00,2023-08-17 12:30:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Ruptly,0,0,165.0,0.0
189,7-Feb-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,mar elias,Event Description,Cameraman,Assistant Needed,no 4G,3:20,2023-08-17 12:40:00,2023-08-17 16:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:30,MXF,PKG Report-Hanan Issa: Central Council meeting Echoes in Lebanon / Duration: 2Mins 30Secs,2023-08-17 18:00:00,2023-08-17 19:50:00,200.0,110.0
190,7-Feb-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,6:30,2023-08-17 09:30:00,2023-08-17 16:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:19,MXF-HD 50i,PKG report-Leila Khalil: Teachers strike / Duration: 2Mins 19Secs,2023-08-17 12:30:00,2023-08-17 14:00:00,390.0,90.0
191,7-Feb-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 11:00:00,2023-08-17 12:30:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,90.0,0.0
192,7-Feb-22,beirutsat,Other Type," $1,000.00 ",Nissan X.Trail,naqqache,Event Description,Cameraman,Assistant Needed,no 4G,6:55,2023-08-17 14:45:00,2023-08-17 21:40:00,Canon 5D ,3.0,Pro-X,No Reporter,No Editor,No story,0,No format,Interview with Fares souaid / Na2ach / Volant Media,0,0,415.0,0.0
